"range","area","pt","yr","brte","nsamp","mtype","elev","burn","graze","pgraze","igrassf","tburn","pgrassf","sppr","wtpr"
"Shoshone","Underdown","UN0B2",2012,7,10,1,2129,1,1,1,NA,7,NA,44,121
"Shoshone","Underdown","UN0B3",2012,9,10,1,2135,1,1,1,NA,7,NA,44,121
"Shoshone","Underdown","UN0B4",2012,10,10,1,2137,1,1,1,NA,7,NA,44,121
"Shoshone","Underdown","UN0B5",2012,10,10,1,2231,1,1,1,NA,7,NA,44,121
"Shoshone","Underdown","UN0B6",2012,10,10,1,2245,1,1,1,NA,7,NA,44,121
"Shoshone","Underdown","UN0B7",2012,9,10,1,2259,1,1,1,NA,7,NA,44,121
"Toiyabe","Wall","WA01.1",2012,0,10,1,1938,0,1,1,NA,NA,NA,18,66
"Toiyabe","Wall","WA01.2",2012,1,10,1,1984,0,1,1,NA,NA,NA,33,104
"Toiyabe","Wall","WA02.1",2012,0,10,1,2037,0,1,1,NA,NA,NA,33,104
"Toiyabe","Wall","WA02.2",2012,0,10,1,2087,0,1,1,NA,NA,NA,34,109
"Toiyabe","Wall","WA03.1",2012,5,10,1,2151,1,1,1,NA,11,NA,34,109
"Toiyabe","Wall","WA03.2",2012,8,10,1,2201,1,1,1,NA,11,NA,34,109
"Toiyabe","Wall","WA04.1",2012,7,10,1,2260,0,1,1,NA,NA,NA,48,148
"Toiyabe","Wall","WA04.2",2012,7,10,1,2303,1,1,1,NA,11,NA,48,148
"Toiyabe","Wall","WA05.1",2012,8,10,1,2356,1,1,1,NA,11,NA,48,148
"Toiyabe","Wall","WA05.2",2012,9,10,1,2414,1,1,1,NA,11,NA,48,148
"Toiyabe","Wall","WA06.1",2012,3,10,1,2405,1,1,1,NA,11,NA,48,148
"Toiyabe","Wall","WA0B1",2012,10,10,1,2174,1,1,1,NA,11,NA,34,109
"Toiyabe","Wall","WA0B2",2012,10,10,1,2212,1,1,1,NA,11,NA,48,148
"Toiyabe","Wall","WA0B3",2012,10,10,1,2227,1,1,1,NA,11,NA,48,148
"Toiyabe","Wall","WA0B4",2012,10,10,1,2263,1,1,1,NA,11,NA,48,148
"Toiyabe","Wall","WA0B5",2012,10,10,1,2267,1,1,1,NA,11,NA,48,148
"Toiyabe","Wall","WA0B6",2012,10,10,1,2321,1,1,1,NA,11,NA,48,148
"Toiyabe","Wall","WA0B7",2012,10,10,1,2372,1,1,1,NA,11,NA,48,148
"Monitor","White Sage","WH08",2012,0,10,1,2320,0,1,1,NA,NA,NA,32,115
"Monitor","White Sage","WH09",2012,0,10,1,2253,0,1,1,NA,NA,NA,32,115
"Monitor","White Sage","WH10",2012,0,10,1,2205,0,1,1,NA,NA,NA,28,100
"Monitor","White Sage","WH11",2012,0,10,1,2177,0,0,0.857142857,NA,NA,NA,28,100
"Monitor","White Sage","WH12",2012,0,10,1,2163,0,0,0.857142857,NA,NA,NA,28,100
"Monitor","White Sage","WH13",2012,0,10,1,2117,0,0,0.857142857,NA,NA,NA,25,92
"Monitor","Wallace","WL01",2012,0,10,1,2134,0,0,0.857142857,NA,NA,NA,27,94
"Monitor","Wallace","WL02",2012,0,10,1,2155,0,0,0.857142857,NA,NA,NA,27,94
"Monitor","Wallace","WL03",2012,0,10,1,2164,0,0,0.857142857,NA,NA,NA,27,94
"Monitor","Wallace","WL04",2012,0,10,1,2204,0,1,1,NA,NA,NA,35,128
"Monitor","Wallace","WL05",2012,0,10,1,2313,0,1,1,NA,NA,NA,35,128
"Monitor","Wallace","WL06",2012,0,10,1,2327,0,1,1,NA,NA,NA,35,128
"Monitor","Wallace","WL07",2012,0,10,1,2347,0,1,1,NA,NA,NA,35,128
"Monitor","Wallace","WL08",2012,2,10,1,2364,0,1,1,NA,NA,NA,35,128
"Monitor","Wallace","WL09",2012,4,10,1,2423,0,1,1,NA,NA,NA,39,146
"Monitor","Wallace","WL10",2012,0,10,1,2367,0,1,1,NA,NA,NA,31,114
"Monitor","Wallace","WL11",2012,0,10,1,2279,0,1,1,NA,NA,NA,31,117
"Monitor","Wallace","WL12",2012,0,10,1,2284,0,1,1,NA,NA,NA,31,117
"Monitor","Wallace","WL13",2012,0,10,1,2272,0,1,1,NA,NA,NA,31,117
"Toiyabe","Washington","WS01.1",2012,10,10,1,2133,0,1,1,NA,NA,NA,27,70
"Toiyabe","Washington","WS01.2",2012,5,10,1,2188,0,1,1,NA,NA,NA,46,116
"Toiyabe","Washington","WS01.3",2012,10,10,1,2212,0,1,1,NA,NA,NA,46,116
"Toiyabe","Washington","WS02.1",2012,10,10,1,2252,0,1,1,NA,NA,NA,46,116
"Toiyabe","Washington","WS02.2",2012,6,10,1,2269,0,1,1,NA,NA,NA,46,116
"Toiyabe","Washington","WS02.3",2012,6,10,1,2295,0,1,1,NA,NA,NA,46,116
"Toiyabe","Washington","WS03.1",2012,0,10,1,2332,0,1,1,NA,NA,NA,46,116
"Toiyabe","Washington","WS03.2",2012,0,10,1,2352,0,1,1,NA,NA,NA,46,116
"Monitor","Allison","AL14",2013,0,31,1,2285,0,1,1,NA,NA,0.380952380952381,36,107
"Monitor","Allison","AL15",2013,0,31,1,2325,0,1,1,NA,NA,0.666666666666667,40,122
"Monitor","Allison","AL16",2013,0,31,1,2394,0,1,1,NA,NA,0.428571428571429,40,122
"Monitor","Allison","AL17",2013,0,31,1,2487,0,1,1,NA,NA,0.666666666666667,40,122
"Monitor","Allison","AL18",2013,0,31,1,2397,0,1,1,NA,NA,0.523809523809524,40,122
"Monitor","Allison","AL19",2013,0,31,1,2280,0,1,1,NA,NA,0.476190476190476,34,103
"Monitor","Allison","AL20",2013,2,31,1,2227,0,1,1,NA,NA,0.428571428571429,34,103
"Monitor","Allison","AL21",2013,0,31,1,2209,0,1,1,NA,NA,0.285714285714286,34,103
"Monitor","Allison","AL22",2013,0,31,1,2179,0,1,1,NA,NA,0.285714285714286,34,103
"Toquima","Antone","AN01.1",2013,2,31,1,2403,0,1,1,NA,NA,0.761904761904762,63,174
"Toquima","Antone","AN01.2",2013,8,31,1,2425,0,1,1,NA,NA,0.714285714285714,63,174
"Toquima","Antone","AN01.3",2013,0,31,1,2450,0,1,1,NA,NA,0.476190476190476,63,174
"Toquima","Antone","AN02.1",2013,0,31,1,2486,0,1,1,NA,NA,0.19047619047619,63,174
"Toquima","Antone","AN02.2",2013,16,31,1,2518,0,1,1,NA,NA,0.523809523809524,63,174
"Toquima","Antone","AN03.1",2013,8,31,1,2604,0,1,1,NA,NA,0.571428571428571,63,174
"Toquima","Antone","AN03.2",2013,0,31,1,2658,0,1,1,NA,NA,0.380952380952381,79,216
"Toquima","Antone","AN04.1",2013,3,31,1,2735,0,1,1,NA,NA,0.333333333333333,79,216
"Shoshone","Barrett","BA01.1",2013,3,31,1,2156,0,1,1,NA,NA,0.19047619047619,41,105
"Shoshone","Barrett","BA01.2",2013,8,31,1,2180,0,1,1,NA,NA,0.428571428571429,41,105
"Shoshone","Barrett","BA02.1",2013,10,31,1,2263,0,1,1,NA,NA,0.523809523809524,41,105
"Shoshone","Barrett","BA02.2",2013,0,31,1,2282,0,1,1,NA,NA,0.80952380952381,41,105
"Shoshone","Barrett","BA03.1",2013,6,31,1,2364,0,1,1,NA,NA,0.476190476190476,58,157
"Shoshone","Barrett","BA03.2",2013,21,31,1,2395,0,1,1,NA,NA,0.761904761904762,58,157
"Shoshone","Barrett","BA04.1",2013,3,31,1,2455,0,1,1,NA,NA,0.285714285714286,58,157
"Shoshone","Barrett","BA04.2",2013,2,31,1,2468,0,1,1,NA,NA,0.523809523809524,58,157
"Shoshone","Barrett","BA05.1",2013,17,31,1,2518,0,1,1,NA,NA,0.380952380952381,58,157
"Shoshone","Barrett","BA05.2",2013,25,31,1,2554,0,1,1,NA,NA,0.523809523809524,58,157
"Shoshone","Barrett","BA06.1",2013,15,31,1,2640,0,1,1,NA,NA,0.19047619047619,54,142
"Shoshone","Barrett","BA06.2",2013,20,31,1,2679,0,1,1,NA,NA,0.19047619047619,54,142
"Shoshone","Becker","BE01.1",2013,14,31,1,2166,0,1,1,NA,NA,0,28,64
"Shoshone","Becker","BE01.2",2013,2,31,1,2188,0,1,1,NA,NA,0.619047619047619,28,64
"Shoshone","Becker","BE02.1",2013,6,31,1,2241,0,1,1,NA,NA,0.523809523809524,55,146
"Shoshone","Becker","BE02.2",2013,3,31,1,2248,0,1,1,NA,NA,0.476190476190476,55,146
"Shoshone","Becker","BE03.1",2013,0,31,1,2359,0,1,1,NA,NA,0.714285714285714,55,146
"Shoshone","Becker","BE03.2",2013,0,31,1,2373,0,1,1,NA,NA,0.476190476190476,55,146
"Toiyabe","Birch","BI01.1",2013,7,30,1,1966,0,1,0.875,NA,NA,0.15,38,98
"Toiyabe","Birch","BI01.2",2013,13,31,1,1991,0,1,0.875,NA,NA,0.333333333333333,38,98
"Toiyabe","Birch","BI02.1",2013,8,31,1,2058,0,1,0.875,NA,NA,0.238095238095238,89,236
"Toiyabe","Birch","BI02.2",2013,9,25,1,2105,0,1,0.875,NA,NA,0.4,89,236
"Toiyabe","Birch","BI03.1",2013,4,30,1,2122,0,1,0.875,NA,NA,0.15,89,236
"Toiyabe","Birch","BI03.2",2013,10,31,1,2153,0,1,0.875,NA,NA,0.0952380952380952,80,214
"Toiyabe","Birch","BI03.3",2013,2,31,1,2158,0,1,0.875,NA,NA,0.904761904761905,80,214
"Toiyabe","Birch","BI04.1",2013,2,31,1,2211,0,1,0.875,NA,NA,0.238095238095238,80,214
"Toiyabe","Birch","BI04.2",2013,2,31,1,2231,0,1,0.875,NA,NA,0.333333333333333,80,214
"Toiyabe","Birch","BI04.3",2013,6,31,1,2324,0,1,0.875,NA,NA,0.761904761904762,80,214
"Toiyabe","Birch","BI05.1",2013,9,31,1,2376,0,1,0.875,NA,NA,0.285714285714286,80,214
"Toiyabe","Birch","BI05.2",2013,9,31,1,2410,0,1,0.875,NA,NA,0.142857142857143,80,214
"Toiyabe","Birch","BI06.1",2013,2,31,1,2484,0,1,0.875,NA,NA,0.238095238095238,80,214
"Toiyabe","Birch","BI06.2",2013,6,31,1,2524,0,1,0.875,NA,NA,0.285714285714286,80,214
"Toiyabe","Birch","BI07.1",2013,3,31,1,2555,0,1,0.75,NA,NA,0.761904761904762,68,182
"Toiyabe","Birch","BI07.2",2013,2,31,1,2586,0,1,0.75,NA,NA,0.238095238095238,68,182
"Toiyabe","Birch","BI0B1",2013,22,31,1,1900,1,1,0.875,NA,6,0.0952380952380952,38,98
"Toiyabe","Birch","BI0B2",2013,45,52,1,1920,1,1,0.875,NA,6,0.19047619047619,38,98
"Toiyabe","Birch","BI0B3",2013,26,31,1,1929,1,1,0.875,NA,6,0,38,98
"Toiyabe","Birch","BI0B4",2013,17,31,1,1960,1,1,0.875,NA,6,0.380952380952381,38,98
"Toiyabe","Birch","BISG01",2013,31,31,1,1923,1,1,0.875,NA,6,0.19047619047619,38,98
"Toiyabe","Birch","BISG02",2013,31,31,1,1919,1,1,0.875,NA,6,0.0952380952380952,38,98
"Toiyabe","Birch","BISG03",2013,28,31,1,1905,1,1,0.875,NA,6,0.0476190476190476,38,98
"Toiyabe","Birch","BISG04",2013,14,31,1,1904,1,1,0.875,NA,6,0.142857142857143,38,98
"Toiyabe","Birch","BISG05",2013,30,31,1,1898,1,1,0.875,NA,6,0.0476190476190476,38,98
"Toiyabe","Birch","BISG06",2013,27,31,1,1894,1,1,0.875,NA,6,0.0476190476190476,38,98
"Toiyabe","Birch","BISG07",2013,21,31,1,1894,1,1,0.875,NA,6,0.142857142857143,38,98
"Toiyabe","Birch","BISG08",2013,24,31,1,1886,1,1,0.875,NA,6,0.0476190476190476,38,98
"Monitor","Barley","BL01",2013,2,31,1,2249,0,1,1,NA,NA,0.238095238095238,36,100
"Monitor","Barley","BL02",2013,0,31,1,2240,0,1,1,NA,NA,0.333333333333333,36,100
"Monitor","Barley","BL03",2013,5,31,1,2225,0,1,1,NA,NA,0.238095238095238,36,100
"Monitor","Barley","BL04",2013,5,28,1,2241,0,1,1,NA,NA,0.666666666666667,55,160
"Monitor","Barley","BL05",2013,2,26,1,2245,0,1,1,NA,NA,0.5625,55,160
"Monitor","Barley","BL06",2013,0,31,1,2256,0,1,1,NA,NA,0.380952380952381,55,160
"Monitor","Barley","BL07",2013,0,31,1,2258,0,1,1,NA,NA,0.523809523809524,55,160
"Monitor","Barley","BL08",2013,1,31,1,2275,0,1,1,NA,NA,0.666666666666667,55,160
"Monitor","Barley","BL09",2013,3,31,1,2283,0,1,1,NA,NA,0.428571428571429,55,160
"Monitor","Barley","BL10",2013,0,31,1,2309,0,1,1,NA,NA,0.142857142857143,55,160
"Monitor","Barley","BL11",2013,6,30,1,2318,0,1,1,NA,NA,0.6,55,160
"Monitor","Barley","BL12",2013,10,31,1,2345,0,1,1,NA,NA,0.380952380952381,69,214
"Monitor","Barley","BL13",2013,1,31,1,2359,0,1,1,NA,NA,0.714285714285714,69,214
"Monitor","Barley","BL14",2013,1,31,1,2376,0,1,1,NA,NA,0.523809523809524,69,214
"Monitor","Barley","BL15",2013,1,31,1,2389,0,1,1,NA,NA,0.428571428571429,69,214
"Monitor","Barley","BL16",2013,0,31,1,2398,0,1,1,NA,NA,0.714285714285714,69,214
"Monitor","Charnoc North","CBN01",2013,0,31,1,2422,0,1,1,NA,NA,0.904761904761905,40,122
"Monitor","Charnoc North","CBN02",2013,2,31,1,2457,0,1,1,NA,NA,0.380952380952381,40,122
"Monitor","Charnoc North","CBN04",2013,0,31,1,2425,0,1,1,NA,NA,0.714285714285714,40,122
"Monitor","Charnoc North","CBN05",2013,0,31,1,2413,0,1,1,NA,NA,0.523809523809524,40,122
"Monitor","Charnoc North","CBNSG01",2013,0,31,1,2446,0,1,1,NA,NA,0.80952380952381,40,122
"Monitor","Charnoc North","CBNSG02",2013,0,31,1,2446,0,1,1,NA,NA,0.761904761904762,40,122
"Monitor","Charnoc North","CBNSG03",2013,0,31,1,2446,0,1,1,NA,NA,0.80952380952381,40,122
"Monitor","Charnoc North","CBNSG04",2013,0,31,1,2446,0,1,1,NA,NA,0.952380952380952,40,122
"Monitor","Charnoc North","CBNSG05",2013,0,31,1,2446,0,1,1,NA,NA,0.904761904761905,40,122
"Monitor","Charnoc North","CBNSG06",2013,0,31,1,2446,0,1,1,NA,NA,0.952380952380952,40,122
"Monitor","Charnoc North","CBNSG07",2013,0,31,1,2445,0,1,1,NA,NA,0.952380952380952,40,122
"Monitor","Charnoc North","CBNSG08",2013,0,31,1,2446,0,1,1,NA,NA,0.80952380952381,40,122
"Monitor","Charnoc North","CBNSG09",2013,0,31,1,2446,0,1,1,NA,NA,0.952380952380952,40,122
"Monitor","Charnoc North","CBNSG10",2013,0,31,1,2446,0,1,1,NA,NA,0.857142857142857,40,122
"Monitor","Charnoc North","CBNSG11",2013,0,31,1,2445,0,1,1,NA,NA,0.80952380952381,40,122
"Monitor","Charnoc North","CBNSG12",2013,0,31,1,2445,0,1,1,NA,NA,0.904761904761905,40,122
"Monitor","Charnoc North","CBNSG13",2013,0,31,1,2446,0,1,1,NA,NA,0.571428571428571,40,122
"Monitor","Charnoc North","CBNSG14",2013,0,31,1,2446,0,1,1,NA,NA,0.761904761904762,40,122
"Monitor","Charnoc North","CBNSG15",2013,0,31,1,2446,0,1,1,NA,NA,0.714285714285714,40,122
"Monitor","Charnoc North","CBNSG16",2013,0,31,1,2447,0,1,1,NA,NA,0.761904761904762,40,122
"Monitor","Charnoc South","CBS01",2013,0,31,1,2341,0,1,1,NA,NA,0.857142857142857,39,119
"Monitor","Charnoc South","CBS02",2013,0,31,1,2339,0,1,1,NA,NA,0.761904761904762,39,119
"Monitor","Charnoc South","CBS03",2013,0,31,1,2328,0,1,1,NA,NA,0.761904761904762,39,119
"Monitor","Charnoc South","CBS04",2013,0,31,1,2330,0,1,1,NA,NA,0.619047619047619,39,119
"Monitor","Charnoc South","CBS05",2013,0,31,1,2336,0,1,1,NA,NA,0.666666666666667,39,119
"Monitor","Charnoc South","CBSSG01",2013,0,31,1,2414,0,1,1,NA,NA,1,39,119
"Monitor","Charnoc South","CBSSG02",2013,0,31,1,2414,0,1,1,NA,NA,1,39,119
"Monitor","Charnoc South","CBSSG03",2013,0,31,1,2414,0,1,1,NA,NA,0.904761904761905,39,119
"Monitor","Charnoc South","CBSSG04",2013,0,31,1,2414,0,1,1,NA,NA,1,39,119
"Monitor","Charnoc South","CBSSG05",2013,0,31,1,2386,0,1,1,NA,NA,0.952380952380952,39,119
"Monitor","Charnoc South","CBSSG06",2013,0,31,1,2388,0,1,1,NA,NA,0.904761904761905,39,119
"Monitor","Charnoc South","CBSSG07",2013,0,31,1,2391,0,1,1,NA,NA,0.952380952380952,39,119
"Monitor","Charnoc South","CBSSG08",2013,0,31,1,2392,0,1,1,NA,NA,0.857142857142857,39,119
"Monitor","Charnoc South","CBSSG09",2013,0,31,1,2393,0,1,1,NA,NA,0.952380952380952,39,119
"Monitor","Charnoc South","CBSSG10",2013,0,31,1,2393,0,1,1,NA,NA,0.476190476190476,39,119
"Monitor","Charnoc South","CBSSG11",2013,0,31,1,2394,0,1,1,NA,NA,0.80952380952381,39,119
"Monitor","Charnoc South","CBSSG12",2013,0,31,1,2395,0,1,1,NA,NA,0.666666666666667,39,119
"Monitor","Charnoc South","CBSSG13",2013,0,31,1,2396,0,1,1,NA,NA,0.857142857142857,39,119
"Monitor","Charnoc South","CBSSG14",2013,0,31,1,2396,0,1,1,NA,NA,0.80952380952381,39,119
"Monitor","Charnoc South","CBSSG15",2013,0,31,1,2397,0,1,1,NA,NA,0.714285714285714,39,119
"Monitor","Charnoc South","CBSSG16",2013,0,31,1,2397,0,1,1,NA,NA,0.80952380952381,39,119
"Monitor","Dobbin East","DE05.1",2013,0,31,1,2640,0,0,0.125,NA,NA,0.19047619047619,62,202
"Monitor","Dobbin East","DE05.2",2013,0,31,1,2614,0,0,0.125,NA,NA,0.238095238095238,54,168
"Monitor","Dobbin East","DE05.3",2013,7,31,1,2546,0,0,0.125,NA,NA,0.238095238095238,54,168
"Monitor","Dobbin East","DE06.1",2013,6,31,1,2486,0,0,0.125,NA,NA,0.285714285714286,54,168
"Monitor","Dobbin East","DE06.2",2013,0,31,1,2437,0,0,0.125,NA,NA,0.476190476190476,54,168
"Monitor","Dobbin East","DE06.3",2013,0,31,1,2375,0,0,0.125,NA,NA,0.19047619047619,54,168
"Monitor","Dobbin East","DE07.1",2013,0,31,1,2334,0,0,0.125,NA,NA,0,54,168
"Monitor","Dobbin East","DE07.2",2013,0,31,1,2279,0,0,0.125,NA,NA,0,54,168
"Monitor","Dobbin East","DE07.3",2013,0,31,1,2283,0,0,0.125,NA,NA,0,54,168
"Monitor","Dobbin West","DW01.1",2013,0,31,1,2258,0,0,0.125,NA,NA,0.476190476190476,31,90
"Monitor","Dobbin West","DW01.2",2013,0,31,1,2311,0,0,0.125,NA,NA,0.476190476190476,44,135
"Monitor","Dobbin West","DW02.1",2013,0,31,1,2356,0,0,0.125,NA,NA,0.333333333333333,44,135
"Monitor","Dobbin West","DW02.2",2013,0,31,1,2394,0,0,0.125,NA,NA,0.142857142857143,44,135
"Monitor","Dobbin West","DW03.1",2013,0,31,1,2416,0,0,0.125,NA,NA,0.238095238095238,44,135
"Monitor","Dobbin West","DW03.2",2013,0,31,1,2438,0,0,0.125,NA,NA,0.476190476190476,44,135
"Monitor","Dobbin West","DW03.3",2013,0,31,1,2480,0,0,0.125,NA,NA,0.238095238095238,62,202
"Monitor","Dobbin West","DW04.1",2013,0,31,1,2568,0,0,0.125,NA,NA,0.523809523809524,62,202
"Monitor","Dobbin West","DW04.2",2013,0,31,1,2611,0,0,0.125,NA,NA,0.523809523809524,62,202
"Monitor","Elkhorn","EH01",2013,18,31,1,2275,1,1,1,NA,4,0.142857142857143,51,144
"Monitor","Elkhorn","EH02",2013,18,31,1,2318,1,1,1,NA,4,0.142857142857143,51,144
"Monitor","Elkhorn","EH03",2013,19,31,1,2334,1,1,1,NA,4,0.0952380952380952,51,144
"Monitor","Elkhorn","EH04",2013,2,31,1,2351,1,1,1,NA,4,0,51,144
"Monitor","Elkhorn","EHSG01",2013,20,31,1,2307,1,1,1,NA,4,0.333333333333333,51,144
"Monitor","Elkhorn","EHSG02",2013,17,31,1,2302,1,1,1,NA,4,0.333333333333333,51,144
"Monitor","Elkhorn","EHSG03",2013,24,31,1,2307,1,1,1,NA,4,0.0476190476190476,51,144
"Monitor","Elkhorn","EHSG04",2013,14,31,1,2297,1,1,1,NA,4,0.142857142857143,51,144
"Monitor","Elkhorn","EHSG05",2013,21,31,1,2319,1,1,1,NA,4,0.0476190476190476,51,144
"Monitor","Elkhorn","EHSG06",2013,22,31,1,2304,1,1,1,NA,4,0,51,144
"Monitor","Elkhorn","EHSG07",2013,16,31,1,2320,1,1,1,NA,4,0.142857142857143,51,144
"Monitor","Elkhorn","EHSG08",2013,17,31,1,2305,1,1,1,NA,4,0.0952380952380952,51,144
"Monitor","Elkhorn","EHSG09",2013,3,31,1,2325,1,1,1,NA,4,0.0476190476190476,51,144
"Monitor","Elkhorn","EHSG10",2013,14,31,1,2314,1,1,1,NA,4,0.0476190476190476,51,144
"Toiyabe","Grass Springs","GS01",2013,13,21,1,2179,1,1,0.875,0.571428571428571,7,0.761904761904762,47,122
"Toiyabe","Grass Springs","GS02",2013,13,21,1,2134,1,1,0.875,0.571428571428571,7,0.666666666666667,47,122
"Toiyabe","Grass Springs","GS03",2013,26,31,1,2085,1,1,0.875,0.0952380952380952,7,0.619047619047619,47,122
"Toiyabe","Grass Springs","GS04",2013,31,31,1,2079,1,1,0.875,0,7,0.238095238095238,47,122
"Toiyabe","Grass Springs","GS05",2013,30,31,1,2087,1,1,0.875,0.761904761904762,7,0.333333333333333,47,122
"Toiyabe","Grass Springs","GS06",2013,21,21,1,2108,1,1,0.875,0.571428571428571,7,0.380952380952381,47,122
"Toiyabe","Grass Springs","GS07",2013,18,21,1,2145,1,1,0.875,0.523809523809524,7,0.476190476190476,47,122
"Toiyabe","Grass Springs","GS08",2013,17,21,1,2129,1,1,0.875,0.761904761904762,7,0.428571428571429,47,122
"Toiyabe","Grass Springs","GS09",2013,18,21,1,2078,1,1,0.875,0.285714285714286,7,0.0952380952380952,47,122
"Toiyabe","Grass Springs","GS10",2013,29,30,1,2062,1,1,0.875,0.3,7,0.15,47,122
"Toiyabe","Grass Springs","GSSG01",2013,15,31,1,2089,1,1,0.875,NA,7,0.666666666666667,47,122
"Toiyabe","Grass Springs","GSSG02",2013,27,31,1,2091,1,1,0.875,NA,7,0.285714285714286,47,122
"Toiyabe","Grass Springs","GSSG03",2013,11,31,1,2090,1,1,0.875,NA,7,0.952380952380952,47,122
"Toiyabe","Grass Springs","GSSG04",2013,27,31,1,2095,1,1,0.875,NA,7,0.238095238095238,47,122
"Toiyabe","Grass Springs","GSSG05",2013,23,31,1,2097,1,1,0.875,NA,7,0.523809523809524,47,122
"Toiyabe","Grass Springs","GSSG06",2013,31,31,1,2099,1,1,0.875,NA,7,0.19047619047619,47,122
"Toiyabe","Grass Springs","GSSG07",2013,26,31,1,2099,1,1,0.875,NA,7,0.619047619047619,47,122
"Toiyabe","Grass Springs","GSSG08",2013,31,31,1,2104,1,1,0.875,NA,7,0.238095238095238,47,122
"Toiyabe","Grass Springs","GSSG09",2013,31,31,1,2112,1,1,0.875,NA,7,0.285714285714286,47,122
"Toiyabe","Grass Springs","GSSG10",2013,30,31,1,2109,1,1,0.875,NA,7,0.476190476190476,47,122
"Toiyabe","Grass Springs","GSSG11",2013,31,31,1,2117,1,1,0.875,NA,7,0.428571428571429,47,122
"Toiyabe","Grass Springs","GSSG12",2013,30,31,1,2110,1,1,0.875,NA,7,0.571428571428571,47,122
"Toiyabe","Jett","JE01.1",2013,3,31,1,1972,0,0,0,NA,NA,0.0952380952380952,18,63
"Toiyabe","Jett","JE01.2",2013,9,31,1,1978,0,0,0,NA,NA,0.142857142857143,18,63
"Toiyabe","Jett","JE01.3",2013,1,30,1,2016,0,0,0,NA,NA,0.05,18,63
"Toiyabe","Jett","JE02.1",2013,0,31,1,2051,0,0,0,NA,NA,0.0476190476190476,58,155
"Toiyabe","Jett","JE02.2",2013,1,31,1,2085,0,0,0,NA,NA,0.19047619047619,58,155
"Toiyabe","Jett","JE02.3",2013,0,31,1,2115,0,0,0,NA,NA,0.238095238095238,58,155
"Toiyabe","Jett","JE03.1",2013,2,31,1,2143,0,0,0,NA,NA,0.142857142857143,58,155
"Toiyabe","Jett","JE03.2",2013,3,30,1,2156,0,0,0,NA,NA,0.3,58,155
"Toiyabe","Jett","JE03.3",2013,2,31,1,2190,0,0,0,NA,NA,0.238095238095238,58,155
"Toquima","Meadow","MD01.1",2013,0,19,1,2259,0,1,1,NA,NA,0.666666666666667,52,144
"Toquima","Meadow","MD01.2",2013,2,31,1,2273,0,1,1,NA,NA,0.761904761904762,52,144
"Toquima","Meadow","MD01.3",2013,0,31,1,2302,0,1,1,NA,NA,0.142857142857143,52,144
"Toquima","Meadow","MD02.1",2013,0,31,1,2342,0,1,1,NA,NA,0.523809523809524,52,144
"Toquima","Meadow","MD02.2",2013,0,31,1,2368,0,1,1,NA,NA,0.80952380952381,52,144
"Toquima","Meadow","MD02.3",2013,0,31,1,2384,0,1,1,NA,NA,0.428571428571429,63,174
"Toquima","Meadow","MD03.1",2013,0,31,1,2447,0,1,1,NA,NA,0.714285714285714,67,190
"Toquima","Meadow","MD03.2",2013,0,31,1,2495,0,1,1,NA,NA,0.761904761904762,67,190
"Toquima","Meadow","MD04.1",2013,0,31,1,2577,0,1,1,NA,NA,0.571428571428571,63,174
"Toquima","Meadow","MD04.2",2013,0,31,1,2619,0,1,1,NA,NA,0.666666666666667,67,190
"Toquima","Meadow","MD05.1",2013,0,31,1,2660,0,1,1,NA,NA,0.952380952380952,67,190
"Toquima","Meadow","MD05.2",2013,0,31,1,2674,0,1,1,NA,NA,0.904761904761905,64,177
"Toquima","Moores East","ME01.1",2013,1,31,1,2543,0,1,1,NA,NA,0.476190476190476,49,133
"Toquima","Moores East","ME01.2",2013,1,31,1,2509,0,1,1,NA,NA,0.0476190476190476,49,133
"Toquima","Moores East","ME02.1",2013,0,31,1,2452,0,1,1,NA,NA,0.142857142857143,49,133
"Toquima","Moores East","ME02.2",2013,0,31,1,2432,0,1,1,NA,NA,0.0952380952380952,49,133
"Toquima","Moores East","ME03.1",2013,0,31,1,2327,0,1,1,NA,NA,0.285714285714286,49,133
"Toquima","Moores East","ME03.2",2013,0,31,1,2303,0,1,1,NA,NA,0,49,133
"Toquima","Moores East","ME04.1",2013,1,31,1,2228,0,1,1,NA,NA,0.333333333333333,41,110
"Toquima","Moores East","ME04.2",2013,1,31,1,2196,0,1,1,NA,NA,0.142857142857143,41,110
"Toquima","Moores West","MW01.1",2013,0,31,1,2092,0,0,0.625,NA,NA,0.0476190476190476,34,93
"Toquima","Moores West","MW01.2",2013,0,31,1,2186,0,0,0.625,NA,NA,0.285714285714286,34,93
"Toquima","Moores West","MW02.1",2013,0,31,1,2222,0,0,0.625,NA,NA,0.238095238095238,34,93
"Toquima","Moores West","MW02.2",2013,0,31,1,2250,0,0,0.625,NA,NA,0.238095238095238,34,93
"Toquima","Moores West","MW03.1",2013,0,31,1,2348,0,0,0.625,NA,NA,0.238095238095238,34,93
"Toquima","Moores West","MW03.2",2013,0,31,1,2405,0,1,1,NA,NA,0.333333333333333,49,133
"Toquima","Moores West","MW04.1",2013,0,31,1,2384,0,1,1,NA,NA,0.238095238095238,49,133
"Toquima","Moores West","MW04.2",2013,0,31,1,2447,0,1,1,NA,NA,0.428571428571429,49,133
"Toquima","Moores West","MW05.1",2013,0,31,1,2473,0,1,1,NA,NA,0.0476190476190476,49,133
